"Domain","MX","TXT","SRV","Error"
"ontherun.co",,"WorldPosta-verification=b7Nk4hRUxA86BSIv8RKZsERq2dzLue9BE5bejUGxuITW98P8cd",,
"ontherun.co",,,"autodiscover.worldposta.com",
"abdulghaniholding.com","wp-secure-cloudmail01.worldposta.com",,,
"abdulghaniholding.com","wp-secure-cloudmail02.worldposta.com",,,
"abdulghaniholding.com","wp-secure-cloudmail03.worldposta.com",,,
"abdulghaniholding.com","wp-secure-cloudmail04.worldposta.com",,,
"abdulghaniholding.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"abdulghaniholding.com",,"WorldPosta-verification=b7Nk4hRUxA86BSIv8RKZsERq2dzLue9BE5bejUGxuITW98P8cd",,
"abdulghaniholding.com",,,"autodiscover.worldposta.com",
"abdulghanigold.com","wp-secure-cloudmail01.worldposta.com",,,
"abdulghanigold.com","wp-secure-cloudmail02.worldposta.com",,,
"abdulghanigold.com","wp-secure-cloudmail03.worldposta.com",,,
"abdulghanigold.com","wp-secure-cloudmail04.worldposta.com",,,
"abdulghanigold.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"abdulghanigold.com",,"WorldPosta-verification=dlhIxOwM2BQXgEZ88X8dznXEooYBLZQSBL4UFVmv7P0g0Ms6Qx",,
"abdulghanigold.com",,,"autodiscover.worldposta.com",
"mubarakat.com","wp-secure-cloudmail01.worldposta.com",,,
"mubarakat.com","wp-secure-cloudmail02.worldposta.com",,,
"mubarakat.com","wp-secure-cloudmail03.worldposta.com",,,
"mubarakat.com","wp-secure-cloudmail04.worldposta.com",,,
"mubarakat.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"mubarakat.com",,,"autodiscover.worldposta.com",
"itcpro.co","wp-secure-cloudmail04.worldposta.com",,,
"itcpro.co","wp-secure-cloudmail01.worldposta.com",,,
"itcpro.co","wp-secure-cloudmail02.worldposta.com",,,
"itcpro.co","wp-secure-cloudmail03.worldposta.com",,,
"itcpro.co",,"v=spf1 mx include:_spf.worldposta.com -all",,
"itcpro.co",,,"autodiscover.worldposta.com",
"Qudra-hr.com","wp-secure-cloudmail04.worldposta.com",,,
"Qudra-hr.com","wp-secure-cloudmail03.worldposta.com",,,
"Qudra-hr.com","wp-secure-cloudmail02.worldposta.com",,,
"Qudra-hr.com","wp-secure-cloudmail01.worldposta.com",,,
"Qudra-hr.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"Qudra-hr.com",,,"autodiscover.worldposta.com",
"hipharm-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"hipharm-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"hipharm-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"hipharm-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"hipharm-eg.com",,"google-site-verification=YVDOV3iDgghfSEcOv4BzQm_Mlcbz2-b201dCkRtM_so",,
"hipharm-eg.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"hipharm-eg.com",,,"autodiscover.worldposta.com",
"pyramidseg.com","wp-secure-cloudmail03.worldposta.com",,,
"pyramidseg.com","wp-secure-cloudmail04.worldposta.com",,,
"pyramidseg.com","wp-secure-cloudmail01.worldposta.com",,,
"pyramidseg.com","wp-secure-cloudmail02.worldposta.com",,,
"pyramidseg.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"pyramidseg.com",,,"autodiscover.worldposta.com",
"alfamarket.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"alfamarket.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"alfamarket.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"alfamarket.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"alfamarket.com.eg",,"MS=9926713317423A2C509F2B64D21A460481767C25",,
"alfamarket.com.eg",,"v=spf1 +a +mx +ip4:195.201.203.139 +ip4:136.243.75.130 +include:_spf.worldposta.com -all",,
"alfamarket.com.eg",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"alfamarket.com.eg",,"MS=ms30529590",,
"alfamarket.com.eg",,,"autodiscover.worldposta.com",
"alfadomain.local",,,,"alfadomain.local : DNS name does not exist"
"fruttella.com","wp-secure-cloudmail02.worldposta.com",,,
"fruttella.com","wp-secure-cloudmail03.worldposta.com",,,
"fruttella.com","wp-secure-cloudmail04.worldposta.com",,,
"fruttella.com","wp-secure-cloudmail01.worldposta.com",,,
"fruttella.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"fruttella.com",,,"autodiscover.worldposta.com",
"bestbuyegypt.com","wp-secure-cloudmail02.worldposta.com",,,
"bestbuyegypt.com","wp-secure-cloudmail03.worldposta.com",,,
"bestbuyegypt.com","wp-secure-cloudmail04.worldposta.com",,,
"bestbuyegypt.com","wp-secure-cloudmail01.worldposta.com",,,
"bestbuyegypt.com",,"v=spf1 a mx include:spf.safesecureweb.com -all",,
"bestbuyegypt.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"bestbuyegypt.com",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com;ruf=mailto:report@worldposta.com; sp=none;",,
"bestbuyegypt.com",,,"autodiscover.worldposta.com",
"2betech.com","wp-secure-cloudmail01.worldposta.com",,,
"2betech.com","wp-secure-cloudmail04.worldposta.com",,,
"2betech.com","wp-secure-cloudmail02.worldposta.com",,,
"2betech.com",,"",,
"2betech.com",,,"autodiscover.worldposta.com",
"2bsystems.com","wp-secure-cloudmail04.worldposta.com",,,
"2bsystems.com","wp-secure-cloudmail02.worldposta.com",,,
"2bsystems.com","wp-secure-cloudmail03.worldposta.com",,,
"2bsystems.com","wp-secure-cloudmail01.worldposta.com",,,
"2bsystems.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"2bsystems.com",,,"autodiscover.worldposta.com",
"acumaticaeg.com",,,,"acumaticaeg.com : DNS name does not exist"
"cadcamcim.com","mx2.zoho.com",,,
"cadcamcim.com","mx3.zoho.com",,,
"cadcamcim.com","mx.zoho.com",,,
"cadcamcim.com",,"v=spf1 include:zoho.com ~all",,
"cadcamcim.com",,"MS=ms47855211",,
"cadcamcim.com",,"zoho-verification=zb97593369.zmverify.zoho.com",,
"cadcamcim.com",,,,"_autodiscover._tcp.cadcamcim.com : DNS name does not exist"
"dilifoods.com","wp-secure-cloudmail04.worldposta.com",,,
"dilifoods.com","wp-secure-cloudmail01.worldposta.com",,,
"dilifoods.com","wp-secure-cloudmail02.worldposta.com",,,
"dilifoods.com","wp-secure-cloudmail03.worldposta.com",,,
"dilifoods.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"dilifoods.com",,,"autodiscover.worldposta.com",
"dilifoods.com",,,"cpanelemaildiscovery.cpanel.net",
"2b.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"2b.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"2b.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"2b.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"2b.com.eg",,"nj1krz4jgcxwln0jvkfdnbr7bpzpztbl",,
"2b.com.eg",,"v=spf1 a mx ip4:104.207.224.255 include:_spf.worldposta.com -all",,
"2b.com.eg",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"2b.com.eg",,,"autodiscover.worldposta.com",
"life4more.com","wp-secure-cloudmail02.worldposta.com",,,
"life4more.com","wp-secure-cloudmail04.worldposta.com",,,
"life4more.com","wp-secure-cloudmail04.worldposta.com",,,
"life4more.com","wp-secure-cloudmail01.worldposta.com",,,
"life4more.com",,"google-site-verification=LhiHTl5Yxh4uCT6JK2YLH3U68946rtUUBvlarpjB130",,
"life4more.com",,,,"_autodiscover._tcp.life4more.com : DNS name does not exist"
"alchemiser.com","am5.fcomet.com",,,
"alchemiser.com",,"v=spf1 a:5817.submission.antispamcloud.com a:release.antispamcloud.com -all",,
"alchemiser.com",,,,"_autodiscover._tcp.alchemiser.com : DNS name does not exist"
"lavvento.com","s5.fcomet.com",,,
"lavvento.com",,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0Uj8ftlhWPiSN8petauJwuFsa3QSzfA96hxwIALguv1wdWRItJ0Rnz2H/4pW43gEzLRTn3qLPoicZ/8Y1O9XzJDo3BtGLrxP16dcHSsxIuv6vG/AaN7Y7Bi5iEpYDh0Rv0A8aMFXimm2lAc07P49yoxnd87jvCBBoqtDgg/Bp++9KFu6W+s4UQqMCd/RxwApS
 GbbY/p880D8tfy5CYamzoEt8Z3M7zshgNzu86itK7pQ7j5m4MUhzhydYtDtle2+Lip51oP6/3wCnm3yVGZhujOzi+U6Zl5j79vRlDv5iCoVIpVnjS5EgZzbtyIEj2E0xmEEkR8EsqDZMP+QehBMKQIDAQAB;",,
"lavvento.com",,,"cpanelemaildiscovery.cpanel.net",
"2bcomputer.com","wp-secure-cloudmail01.worldposta.com",,,
"2bcomputer.com","wp-secure-cloudmail02.worldposta.com",,,
"2bcomputer.com",,"v=spf1 a mx ~all",,
"2bcomputer.com",,"WorldPosta-verification=uMqOVdGZL9ztKRTc9gkMbewOWmz3DUCE5LBuD6TLRXuZ2oOdua",,
"2bcomputer.com",,,"autodiscover.worldposta.com",
"elbannagroup.com","ALT1.ASPMX.L.GOOGLE.com",,,
"elbannagroup.com","ALT2.ASPMX.L.GOOGLE.com",,,
"elbannagroup.com","ASPMX.L.GOOGLE.com",,,
"elbannagroup.com","ALT3.ASPMX.L.GOOGLE.com",,,
"elbannagroup.com","ALT4.ASPMX.L.GOOGLE.com",,,
"elbannagroup.com",,"google-site-verification=dx_C7Oxwtsv-it5TWjK9fUBR-keFnUf_60pCBPT6xOs",,
"elbannagroup.com",,"v=spf1 include:_spf.google.com ~all",,
"elbannagroup.com",,,"",
"elbannagroup.com",,,"",
"rage3fady.com","server3.mhgoz.com",,,
"rage3fady.com",,"",,
"rage3fady.com",,,,"_autodiscover._tcp.rage3fady.com : DNS name does not exist"
"sharakkas.com","wp-secure-cloudmail01.worldposta.com",,,
"sharakkas.com","wp-secure-cloudmail02.worldposta.com",,,
"sharakkas.com","wp-secure-cloudmail03.worldposta.com",,,
"sharakkas.com","wp-secure-cloudmail04.worldposta.com",,,
"sharakkas.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"sharakkas.com",,"WorldPosta-verification=kxjaqzetElfFGbIJTpoiFYyUdtvL4Gb3J6gCt7IWreAZUCMinC",,
"sharakkas.com",,,"autodiscover.worldposta.com",
"raileibeachclub.com","raileibeachclub-com.mail.protection.outlook.com",,,
"raileibeachclub.com",,"MS=ms36390711",,
"raileibeachclub.com",,"WorldPosta-verification=RYUL2RRlWe4JgHP9gvbTSfoabXTTBXWEqLsDPwXuBfNnEIfqCC",,
"raileibeachclub.com",,"MS=ms32182213",,
"raileibeachclub.com",,"v=spf1 mx include:_spf.worldposta.com mx:siteminder.com include:siteminder.com include:spf.protection.outlook.com ~all",,
"raileibeachclub.com",,,"autodiscover.worldposta.com",
"infotechs.co","wp-secure-cloudmail01.worldposta.com",,,
"infotechs.co","wp-secure-cloudmail02.worldposta.com",,,
"infotechs.co","wp-secure-cloudmail03.worldposta.com",,,
"infotechs.co","wp-secure-cloudmail04.worldposta.com",,,
"infotechs.co",,"v=spf1 mx include:_spf.worldposta.com -all",,
"infotechs.co",,"WorldPosta-verification=nTwuXRXX41RpgfzEDJnhOHjZ0sfTb704M5WI9IcJxFOCy3s54x",,
"infotechs.co",,,"autodiscover.worldposta.com",
"19011pharmacies.com","wp-secure-cloudmail01.worldposta.com",,,
"19011pharmacies.com","wp-secure-cloudmail02.worldposta.com",,,
"19011pharmacies.com","wp-secure-cloudmail03.worldposta.com",,,
"19011pharmacies.com","wp-secure-cloudmail04.worldposta.com",,,
"19011pharmacies.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"19011pharmacies.com",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"19011pharmacies.com",,,"autodiscover.worldposta.com",
"blueskygroup.net","wp-secure-cloudmail03.worldposta.com",,,
"blueskygroup.net","wp-secure-cloudmail01.worldposta.com",,,
"blueskygroup.net","wp-secure-cloudmail02.worldposta.com",,,
"blueskygroup.net","wp-secure-cloudmail04.worldposta.com",,,
"blueskygroup.net",,"v=spf1 +mx +a +ip4:51.89.106.180 +include:192.241.148.14 +include:_spf.worldposta.com ~all",,
"blueskygroup.net",,,"autodiscover.worldposta.com",
"Proteam-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"Proteam-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"Proteam-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"Proteam-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"Proteam-eg.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Proteam-eg.com",,,"autodiscover.worldposta.com",
"erccegypt.com","wp-secure-cloudmail02.worldposta.com",,,
"erccegypt.com","wp-secure-cloudmail03.worldposta.com",,,
"erccegypt.com","wp-secure-cloudmail04.worldposta.com",,,
"erccegypt.com","wp-secure-cloudmail01.worldposta.com",,,
"erccegypt.com",,"solid-cp-verification=1duhAavigvHSwvB2ZTW4ehDM6KpCsDRW3zMQdxoccHQokQw69G",,
"erccegypt.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"erccegypt.com",,"solid-cp-verification=M4rsRdWHJKCYxpNUo414InnrYcN8CB7zsU1ZughF2NSWFeg8Mt",,
"erccegypt.com",,,"autodiscover.worldposta.com",
"eg.fcm.travel","wp-secure-cloudmail01.worldposta.com",,,
"eg.fcm.travel","wp-secure-cloudmail02.worldposta.com",,,
"eg.fcm.travel","wp-secure-cloudmail03.worldposta.com",,,
"eg.fcm.travel","wp-secure-cloudmail04.worldposta.com",,,
"eg.fcm.travel",,"v=spf1 a mx include:_spf.worldposta.com include:_spf.salesforce.com include:_spf.corp.salesforce.com -all",,
"eg.fcm.travel",,,"autodiscover.worldposta.com",
"Jetouregypt.com","wp-secure-cloudmail01.worldposta.com",,,
"Jetouregypt.com","wp-secure-cloudmail02.worldposta.com",,,
"Jetouregypt.com","wp-secure-cloudmail03.worldposta.com",,,
"Jetouregypt.com","wp-secure-cloudmail04.worldposta.com",,,
"Jetouregypt.com","wp-secure-cloudmail05.worldposta.com",,,
"Jetouregypt.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"Jetouregypt.com",,"WorldPosta-verification=a1oK6XfyTbDgo1EP6QBa81RzSkFSFZEq1CKxHAc4XrtQI6aBW0",,
"Jetouregypt.com",,,"autodiscover.worldposta.com",
"ms-eg.net","wp-secure-cloudmail01.worldposta.com",,,
"ms-eg.net","wp-secure-cloudmail02.worldposta.com",,,
"ms-eg.net","wp-secure-cloudmail03.worldposta.com",,,
"ms-eg.net","wp-secure-cloudmail04.worldposta.com",,,
"ms-eg.net",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"ms-eg.net",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"ms-eg.net",,,"autodiscover.worldposta.com",
"3een-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"3een-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"3een-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"3een-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"3een-eg.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"3een-eg.com",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"3een-eg.com",,,"autodiscover.worldposta.com",
"Middleeastcomp.com","wp-secure-cloudmail02.worldposta.com",,,
"Middleeastcomp.com","wp-secure-cloudmail01.worldposta.com",,,
"Middleeastcomp.com","wp-secure-cloudmail04.worldposta.com",,,
"Middleeastcomp.com","wp-secure-cloudmail03.worldposta.com",,,
"Middleeastcomp.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"Middleeastcomp.com",,,"autodiscover.worldposta.com",
"tvboxuae.com","wp-secure-cloudmail01.worldposta.com",,,
"tvboxuae.com","wp-secure-cloudmail03.worldposta.com",,,
"tvboxuae.com","wp-secure-cloudmail02.worldposta.com",,,
"tvboxuae.com","wp-secure-cloudmail04.worldposta.com",,,
"tvboxuae.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"tvboxuae.com",,,,"_autodiscover._tcp.tvboxuae.com : DNS name does not exist"
"afb-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"afb-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"afb-eg.com","wp-secure-cloudmail3.worldposta.com",,,
"afb-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"afb-eg.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"afb-eg.com",,,"autodiscover.worldposta.com",
"floortec-psc.com","wp-secure-cloudmail03.worldposta.com",,,
"floortec-psc.com","wp-secure-cloudmail04.worldposta.com",,,
"floortec-psc.com","wp-secure-cloudmail02.worldposta.com",,,
"floortec-psc.com","wp-secure-cloudmail01.worldposta.com",,,
"floortec-psc.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"floortec-psc.com",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"floortec-psc.com",,,,"_autodiscover._tcp.floortec-psc.com : DNS name does not exist"
"bottomline-psc.com","wp-secure-cloudmail01.worldposta.com",,,
"bottomline-psc.com","wp-secure-cloudmail02.worldposta.com",,,
"bottomline-psc.com","wp-secure-cloudmail03.worldposta.com",,,
"bottomline-psc.com","wp-secure-cloudmail04.worldposta.com",,,
"bottomline-psc.com",,"v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400;rua=mailto:report@worldposta.com;ruf=mailto:report@worldposta.com",,
"bottomline-psc.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"bottomline-psc.com",,,"autodiscover.worldposta.com",
"rasport.com.eg","wp-secure-cloudmail04.worldposta.com",,,
"rasport.com.eg","wp-secure-cloudmail01.worldposta.com",,,
"rasport.com.eg","wp-secure-cloudmail02.worldposta.com",,,
"rasport.com.eg","wp-secure-cloudmail03.worldposta.com",,,
"rasport.com.eg",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"rasport.com.eg",,,"autodiscover.worldposta.com",
"double-h-adv.com","wp-secure-cloudmail02.worldposta.com",,,
"double-h-adv.com","wp-secure-cloudmail01.worldposta.com",,,
"double-h-adv.com","wp-secure-cloudmail03.worldposta.com",,,
"double-h-adv.com","wp-secure-cloudmail04.worldposta.com",,,
"double-h-adv.com",,"v=spf1 +mx +a +ip4:132.148.26.144 ~all",,
"double-h-adv.com",,"v=DMARC1; p=none; rua=mailto:report@worldposta.com; ruf=mailto:report@worldposta.com; sp=none;",,
"double-h-adv.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"double-h-adv.com",,,"autodiscover.worldposta.com",
"noureldinelsherif.com","wp-secure-cloudmail03.worldposta.com",,,
"noureldinelsherif.com","wp-secure-cloudmail04.worldposta.com",,,
"noureldinelsherif.com","wp-secure-cloudmail01.worldposta.com",,,
"noureldinelsherif.com","wp-secure-cloudmail02.worldposta.com",,,
"noureldinelsherif.com",,"solid-cp-verification=UAoNix44uMsNchTlDkzc688g67gCc0m41lP8THMzEE9c9o9X8P",,
"noureldinelsherif.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"noureldinelsherif.com",,,"autodiscover.worldposta.com",
"elsherifontherun.com","wp-secure-cloudmail01.worldposta.com",,,
"elsherifontherun.com","wp-secure-cloudmail02.worldposta.com",,,
"elsherifontherun.com","wp-secure-cloudmail03.worldposta.com",,,
"elsherifontherun.com","wp-secure-cloudmail04.worldposta.com",,,
"elsherifontherun.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"elsherifontherun.com",,,"autodiscover.worldposta.com",
"mindset-academy.net","wp-secure-cloudmail01.worldposta.com",,,
"mindset-academy.net","wp-secure-cloudmail02.worldposta.com",,,
"mindset-academy.net","wp-secure-cloudmail03.worldposta.com",,,
"mindset-academy.net","wp-secure-cloudmail04.worldposta.com",,,
"mindset-academy.net",,"v=spf1 mx include:_spf.worldposta.com -all",,
"mindset-academy.net",,"WorldPosta-verification=MTlHnflZSaDbRGEP0yf0sCJCpiCiUtU3hFs9E2x6bkrr9hWTMW",,
"mindset-academy.net",,,"autodiscover.worldposta.com",
"happycloud.sa","wp-secure-cloudmail01.worldposta.com",,,
"happycloud.sa","wp-secure-cloudmail02.worldposta.com",,,
"happycloud.sa","wp-secure-cloudmail03.worldposta.com",,,
"happycloud.sa","wp-secure-cloudmail04.worldposta.com",,,
"happycloud.sa",,"google-site-verification=-ZXH08FtuF_obDR3d6ignH6GOdroxdpWaXORCkgI1N4",,
"happycloud.sa",,"WorldPosta-verification=Gj0DIKOfK7fB7eWgssBFcdTt66eGMYfun1LlQjiAHHuxwxeNMS",,
"happycloud.sa",,"v=spf1 mx include:_spf.worldposta.com -all",,
"happycloud.sa",,"google-site-verification=JrXrDdap5QyaNTVG1EvcWO3TSQ67TESzjD9uiDP2C34",,
"happycloud.sa",,,"autodiscover.worldposta.com",
"artboardsolutions.com","wp-secure-cloudmail01.worldposta.com",,,
"artboardsolutions.com","wp-secure-cloudmail02.worldposta.com",,,
"artboardsolutions.com","wp-secure-cloudmail03.worldposta.com",,,
"artboardsolutions.com","wp-secure-cloudmail04.worldposta.com",,,
"artboardsolutions.com",,"WorldPosta-verification=z5rFYYoVQz8PzaHNJsh2PK4CwQNJRAQrewVecV5SFwKKSfKDfX",,
"artboardsolutions.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"artboardsolutions.com",,,"autodiscover.worldposta.com",
"tarabot-eg.com","wp-secure-cloudmail01.worldposta.com",,,
"tarabot-eg.com","wp-secure-cloudmail02.worldposta.com",,,
"tarabot-eg.com","wp-secure-cloudmail03.worldposta.com",,,
"tarabot-eg.com","wp-secure-cloudmail04.worldposta.com",,,
"tarabot-eg.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"tarabot-eg.com",,"WorldPosta-verification=lB30PyIdT3bXLJ5pWF7INIceW7KD92grDH9XwzYLtgqv1CaurO",,
"tarabot-eg.com",,,"autodiscover.worldposta.com",
"i2m-pharma.com","wp-secure-cloudmail02.worldposta.com",,,
"i2m-pharma.com","wp-secure-cloudmail01.worldposta.com",,,
"i2m-pharma.com","wp-secure-cloudmail03.worldposta.com",,,
"i2m-pharma.com","wp-secure-cloudmail04.worldposta.com",,,
"i2m-pharma.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"i2m-pharma.com",,"autodiscover.worldposta.com",,
"i2m-pharma.com",,"v=spf1 +mx +a +ip4:132.148.26.144 ~all",,
"i2m-pharma.com",,,"autodiscover.worldposta.com",
"satta-pharma.com","wp-secure-cloudmail01.worldposta.com",,,
"satta-pharma.com","wp-secure-cloudmail02.worldposta.com",,,
"satta-pharma.com","wp-secure-cloudmail03.worldposta.com",,,
"satta-pharma.com","wp-secure-cloudmail04.worldposta.com",,,
"satta-pharma.com",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"satta-pharma.com",,,"autodiscover.worldposta.com",
"HootAmmo.com","wp-secure-cloudmail03.worldposta.com",,,
"HootAmmo.com","wp-secure-cloudmail01.worldposta.com",,,
"HootAmmo.com","wp-secure-cloudmail04.worldposta.com",,,
"HootAmmo.com","wp-secure-cloudmail02.worldposta.com",,,
"HootAmmo.com",,"WorldPosta-verification=qy80mvkg6BG8rFRZCSRqGoqeQt0F0jYrDgvCs4kQEgTwnGEhLV",,
"HootAmmo.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"HootAmmo.com",,,,"_autodiscover._tcp.HootAmmo.com : DNS name does not exist"
"empire-cc.com","wp-secure-cloudmail01.worldposta.com",,,
"empire-cc.com","wp-secure-cloudmail02.worldposta.com",,,
"empire-cc.com","wp-secure-cloudmail03.worldposta.com",,,
"empire-cc.com","wp-secure-cloudmail04.worldposta.com",,,
"empire-cc.com",,"WorldPosta-verification=O5PraIiqcC0vQcSxp8FhWZjjtWiuVU1WkyFdcT5J524DcYx9bP",,
"empire-cc.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"empire-cc.com",,,"autodiscover.worldposta.com",
"tseppas.com","wp-secure-cloudmail01.worldposta.com",,,
"tseppas.com","wp-secure-cloudmail02.worldposta.com",,,
"tseppas.com","wp-secure-cloudmail03.worldposta.com",,,
"tseppas.com","wp-secure-cloudmail04.worldposta.com",,,
"tseppas.com",,"zoho-verification=zb14992798.zmverify.zoho.com",,
"tseppas.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"tseppas.com",,"MS=02A81A2DB75C30956E3013714E2D4F475C9F3440",,
"tseppas.com",,,"autodiscover.worldposta.com",
"novochem.net","wp-secure-cloudmail03.worldposta.com",,,
"novochem.net","wp-secure-cloudmail04.worldposta.com",,,
"novochem.net","wp-secure-cloudmail01.worldposta.com",,,
"novochem.net","wp-secure-cloudmail02.worldposta.com",,,
"novochem.net",,"v=spf1 a mx include:_spf.worldposta.com -all",,
"novochem.net",,,"autodiscover.worldposta.com",
"megatrust.net","wp-secure-cloudmail01.worldposta.com",,,
"megatrust.net","wp-secure-cloudmail02.worldposta.com",,,
"megatrust.net","wp-secure-cloudmail03.worldposta.com",,,
"megatrust.net","wp-secure-cloudmail04.worldposta.com",,,
"megatrust.net",,"v=spf1 mx include:_spf.worldposta.com -all",,
"megatrust.net",,,"autodiscover.worldposta.com",
"myasli.com","wp-secure-cloudmail04.worldposta.com",,,
"myasli.com","wp-secure-cloudmail03.worldposta.com",,,
"myasli.com","wp-secure-cloudmail02.worldposta.com",,,
"myasli.com","wp-secure-cloudmail01.worldposta.com",,,
"myasli.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"myasli.com",,,"autodiscover.worldposta.com",
"taskedin.net","wp-secure-cloudmail01.worldposta.com",,,
"taskedin.net","wp-secure-cloudmail02.worldposta.com",,,
"taskedin.net","wp-secure-cloudmail03.worldposta.com",,,
"taskedin.net","wp-secure-cloudmail04.worldposta.com",,,
"taskedin.net",,"v=spf1 mx include:_spf.worldposta.com -all",,
"taskedin.net",,,"autodiscover.worldposta.com",
"megancy.com","wp-secure-cloudmail04.worldposta.com",,,
"megancy.com","wp-secure-cloudmail03.worldposta.com",,,
"megancy.com","wp-secure-cloudmail02.worldposta.com",,,
"megancy.com","wp-secure-cloudmail01.worldposta.com",,,
"megancy.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"megancy.com",,,"autodiscover.worldposta.com",
"smartbirdtec.com","wp-secure-cloudmail01.worldposta.com",,,
"smartbirdtec.com","wp-secure-cloudmail04.worldposta.com",,,
"smartbirdtec.com","wp-secure-cloudmail03.worldposta.com",,,
"smartbirdtec.com","wp-secure-cloudmail02.worldposta.com",,,
"smartbirdtec.com",,"v=spf1 mx include:_spf.worldposta.com -all",,
"smartbirdtec.com",,,"autodiscover.worldposta.com",
"brighteye.info","mail.b-io.co",,,
"brighteye.info",,"bio=fa3893a5d9523e6b780ed6df04d02c7b2e08558b",,
"brighteye.info",,,"",
"saratec.sa","wp-secure-cloudmail04.worldposta.com",,,
"saratec.sa","wp-secure-cloudmail03.worldposta.com",,,
"saratec.sa","wp-secure-cloudmail02.worldposta.com",,,
"saratec.sa","wp-secure-cloudmail01.worldposta.com",,,
"saratec.sa",,"v=spf1 mx include:_spf.worldposta.com -all",,
"saratec.sa",,,,"_autodiscover._tcp.saratec.sa : DNS name does not exist"
"qasern.com","wp-secure-cloudmail04.worldposta.com",,,
